brand_id,Product Category,tpt_sep_2025,tpv_sep_2025,tpt_aug_2025,tpv_aug_2025,tpt_jul_2025,tpv_jul_2025,tpt_jun_2025,tpv_jun_2025,tpt_may_2025,tpv_may_2025,tpt_apr_2025,tpv_apr_2025,tpt_mar_2025,tpv_mar_2025,tpt_feb_2025,tpv_feb_2025,tpt_jan_2025,tpv_jan_2025,tpt_dec_2024,tpv_dec_2024,tpt_nov_2024,tpv_nov_2024,tpt_oct_2024,tpv_oct_2024
OCO-0000-0000000235769,CHECKOUT,570,"18,816,281,600",536,"11,430,926,400",592,"14,188,807,200",465,"11,134,352,300",427,"9,110,967,500",432,"10,268,677,100",447,"11,575,850,200",374,"5,487,552,600",257,"2,647,393,100",395,"5,616,065,100",373,"3,735,858,100",302,"2,197,645,900"
OCO-0000-0000000249806,CHECKOUT,548,"8,698,898,400",382,"5,306,329,300",604,"9,907,518,200",443,"6,135,112,500",374,"5,006,616,610",338,"5,137,263,990",426,"6,339,601,258",206,"3,503,220,200",175,"3,280,999,800",465,"7,023,073,880",183,"3,674,856,740",177,"3,768,792,660"
OCO-0000-0000000250728,CHECKOUT,544,"788,680,200",639,"1,021,334,500",7,"5,605,000",94,"68,706,500",604,"607,044,119",549,"713,694,492",617,"752,240,150",654,"878,854,200",392,"546,815,650",445,"540,195,425",663,"896,674,425",586,"808,859,925"
BRN-0223-1652434488388,CHECKOUT,533,"397,033,578",782,"480,610,129","1,036","748,050,635",658,"571,859,240",302,"328,908,100",363,"351,196,050","3,196","1,654,275,800","2,078","1,173,076,700",710,"501,214,720","1,338","1,354,955,700",943,"1,518,807,350","1,833","1,036,005,300"
BRN-0201-1709611041620,CHECKOUT,525,"633,155,000",299,"390,092,500",236,"562,075,000",59,"411,997,500",22,"136,925,000",18,"84,400,000",20,"129,162,500",9,"95,650,000",17,"144,720,000",42,"393,625,000",20,"141,775,000",11,"55,987,500"
OCO-0228-1679907537148,CHECKOUT,521,"23,509,160",612,"26,735,810",664,"31,244,810",706,"27,866,870",711,"32,677,760",822,"35,634,770",972,"40,069,740",866,"35,249,470","1,145","46,869,860","1,098","48,046,890","1,002","45,650,920","1,167","48,068,400"
BRN-0101-1706685530553,CHECKOUT,516,"1,452,576,000",707,"1,851,209,250",727,"2,095,780,500",643,"1,827,493,250",758,"1,958,173,250",695,"1,847,579,250",749,"1,999,767,000",609,"1,538,191,000",263,"711,601,000",544,"1,461,740,500",594,"1,522,028,750",616,"1,520,939,750"
BRN-0209-1704356572790,CHECKOUT,508,"577,650,000",490,"511,575,000",345,"379,950,000",232,"238,150,000",245,"286,600,000",295,"344,500,000",306,"370,525,000",326,"422,700,000",207,"342,725,000",301,"398,775,000",282,"318,950,000",301,"366,600,000"
BRN-0242-1722228244759,CHECKOUT,505,"1,560,605,000",368,"1,187,795,000",279,"924,042,500",300,"1,093,085,000",296,"969,420,000",208,"689,800,000",166,"960,175,000",112,"438,487,500",134,"497,400,000",349,"1,744,425,000",198,"772,650,000",256,"881,700,000"
BRN-0282-1673336608766,CHECKOUT,504,"540,927,290",538,"643,942,110",535,"613,332,260",566,"623,129,660","1,335","1,381,012,760",595,"660,023,870",649,"738,743,850",597,"649,207,490",572,"657,943,660","1,030","1,056,637,140","1,645","1,598,662,360",720,"741,535,880"
