brand_id,Product Category,tpt_sep_2025,tpv_sep_2025,tpt_aug_2025,tpv_aug_2025,tpt_jul_2025,tpv_jul_2025,tpt_jun_2025,tpv_jun_2025,tpt_may_2025,tpv_may_2025,tpt_apr_2025,tpv_apr_2025,tpt_mar_2025,tpv_mar_2025,tpt_feb_2025,tpv_feb_2025,tpt_jan_2025,tpv_jan_2025,tpt_dec_2024,tpv_dec_2024,tpt_nov_2024,tpv_nov_2024,tpt_oct_2024,tpv_oct_2024
BRN-0204-1744273195754,PLUGIN,2,"4,203,003",2,"736,361",3,"1,175,839",2,"1,994,874",1,"689,981",2,"963,296",0,0,0,0,0,0,0,0,0,0,0,0
BRN-0231-1655086617346,PLUGIN,2,"1,115,000",0,0,0,0,0,0,2,"682,000",0,0,0,0,1,"625,000",0,0,3,"1,388,100",0,0,4,"2,040,000"
BRN-0221-1733364286293,PLUGIN,2,"5,048,700",2,"15,900,000",2,"22,680,000",4,"53,880,000",5,"22,810,000",3,"16,720,000",0,0,0,0,0,0,0,0,0,0,0,0
MCH-1181-7875035578277,PLUGIN,2,"195,920",0,0,0,0,1,"7,361,000",0,0,3,"2,233,600",0,0,1,"548,000",1,"98,000",3,"1,222,900",6,"29,710,229",7,"6,284,350"
BRN-0253-1675326197220,PLUGIN,2,"4,884,000",0,0,1,"799,000",0,0,0,0,1,"3,780,000",1,"2,050,000",0,0,1,"1,025,000",0,0,1,"1,260,000",0,0
BRN-0271-1730261079232,PLUGIN,2,"2,598,000",0,0,6,"5,694,000",8,"4,792,000",10,"3,429,000",5,"6,495,000",4,"5,196,000",0,0,0,0,0,0,0,0,0,0
BRN-0242-1744250710843,PLUGIN,2,"29,752,800",1,"25,461,000",4,"69,690,000",2,"16,477,200",2,"14,168,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0288-1658914155686,PLUGIN,2,"2,850,000",6,"9,375,000",7,"12,425,000",3,"4,275,000",4,"7,600,000",4,"13,300,000",6,"17,100,000",5,"16,625,000",3,"12,600,000",0,0,1,"600,000",2,"8,100,000"
MCH-0583-6063167225809,PLUGIN,1,"4,900,000",4,"13,111,000",3,"10,905,000",6,"11,570,000",2,"4,355,000",0,0,3,"9,328,000",1,"1,890,000",0,0,2,"4,845,000",0,0,2,"5,885,000"
BRN-0225-1687164979294,PLUGIN,1,"1,560,000",0,0,0,0,0,0,2,"3,120,000",0,0,3,"8,265,000",0,0,1,"6,225,000",1,"3,120,000",1,"1,560,000",1,"1,560,000"
