brand_id,Product Category,tpt_sep_2025,tpv_sep_2025,tpt_aug_2025,tpv_aug_2025,tpt_jul_2025,tpv_jul_2025,tpt_jun_2025,tpv_jun_2025,tpt_may_2025,tpv_may_2025,tpt_apr_2025,tpv_apr_2025,tpt_mar_2025,tpv_mar_2025,tpt_feb_2025,tpv_feb_2025,tpt_jan_2025,tpv_jan_2025,tpt_dec_2024,tpv_dec_2024,tpt_nov_2024,tpv_nov_2024,tpt_oct_2024,tpv_oct_2024
BRN-0102-1731660660985,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"8,000",1,"60,000",154,"3,699,000",0,0,0,0
BRN-0102-1731660948319,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,1,"19,000",0,0,0,0,22,"576,000",0,0,0,0
BRN-0102-1732503787265,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"8,000",0,0,0,0
BRN-0102-1733817111649,DIRECT API,733,"378,776,293",705,"385,671,795",794,"395,866,819",707,"319,366,100",794,"394,974,476",708,"351,337,866",791,"489,992,722",628,"373,174,751",393,"218,317,957",0,0,0,0,0,0
BRN-0102-1733818915046,DIRECT API,698,"215,718,413",736,"208,923,154",678,"154,657,263",594,"107,110,869",766,"132,468,231",740,"137,318,736",777,"181,547,320",310,"157,047,374",234,"87,472,657",0,0,0,0,0,0
BRN-0102-1734595170228,DIRECT API,4,"4,479,600",2,"4,078,200",4,"1,924,000",11,"9,731,000",13,"10,484,260",9,"5,601,200",0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1734943211618,DIRECT API,2,"1,124,000",2,"811,000",3,"563,500",3,"1,403,500",7,"4,956,500",1,"154,500",0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1736393339806,DIRECT API,18,"73,017,935",79,"218,129,092",50,"185,939,074",38,"93,039,323",11,"412,788",0,0,0,0,1,"10,000",0,0,0,0,0,0,0,0
BRN-0102-1738776104809,DIRECT API,0,0,0,0,0,0,0,0,0,0,1,"2,625,000",0,0,1,"5,000",0,0,0,0,0,0,0,0
BRN-0102-1742186450311,DIRECT API,23,"12,037,850",28,"19,533,300",39,"22,038,350",30,"20,345,050",33,"24,376,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1744687205749,DIRECT API,0,0,0,0,0,0,0,0,1,"1,177",1,"10,000",0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1744872553742,DIRECT API,3,"274,100","2,571","247,907,601.03","2,455","254,205,017.69",499,"52,579,687.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1744873868958,DIRECT API,5,"692,400",6,"783,600",331,"33,179,159",76,"8,585,950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1747117653710,DIRECT API,"4,756","273,396,935","5,653","262,399,359","7,274","346,095,059","5,522","231,965,201","1,182","41,768,811",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1747276597958,DIRECT API,214,"15,182,217",326,"22,274,706",278,"20,204,249",306,"24,320,320",147,"10,917,977",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1747276728788,DIRECT API,681,"52,835,863","1,090","84,112,492","1,044","76,641,237","1,086","88,738,473",743,"53,109,854",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1747710979001,DIRECT API,2,"170,990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1748244090076,DIRECT API,971,"28,351,000","1,071","30,914,000","1,044","32,819,000",572,"18,092,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1748244171705,DIRECT API,287,"13,740,000",349,"12,108,000",424,"14,176,000",217,"9,216,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1749787443425,DIRECT API,0,0,0,0,6,"2,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1749787829146,DIRECT API,628,"18,424,000",682,"18,557,000",695,"10,957,500",80,"511,004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1750732293685,DIRECT API,"1,478","105,383,004",635,"43,277,659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1752635254242,DIRECT API,2,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1753410975758,DIRECT API,"1,150","21,790,000",700,"12,620,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1755856215784,DIRECT API,1,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1755856566878,DIRECT API,1,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1756393275352,DIRECT API,7,"700,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0102-1758526174365,DIRECT API,783,"49,965,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0103-1704769224636,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"250,000",0,0,0,0,0,0
BRN-0103-1705464093732,DIRECT API,37,"5,600,025",15,"1,875,000",12,"1,970,000",19,"10,794,292",20,"14,895,000",12,"2,679,000",50,"7,207,018",15,"1,640,000",9,"1,162,500",14,"2,407,500",10,"495,000",20,"3,062,500"
BRN-0103-1705650133983,DIRECT API,54,"19,706,000",1,"10,000",1,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0103-1705652241092,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,785,184",0,0,0,0,0,0,0,0,0,0
BRN-0103-1709791775204,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"301,459"
BRN-0103-1711938089414,DIRECT API,210,"87,849,000",190,"82,581,000",195,"85,051,500",195,"86,569,000",220,"94,682,500",206,"91,467,000",237,"103,031,000",189,"79,282,000",231,"99,906,000",295,"125,356,000",221,"95,439,000",224,"98,063,500"
BRN-0103-1712032450992,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,17,"2,616,053",0,0,0,0,0,0,0,0,0,0
BRN-0103-1714035595249,DIRECT API,20,"49,700,000",21,"68,650,000",19,"63,100,000",24,"68,800,000",17,"36,950,000",6,"9,100,000",2,"1,210,000",0,0,10,"36,944,000",0,0,0,0,0,0
BRN-0103-1715743540979,DIRECT API,0,0,1,"150,925",8,"1,280,229",5,"552,461",9,"1,128,979",10,"775,581",42,"2,250,823",3,"2,250,682",7,"797,871",3,"302,269",4,"426,341",7,"583,139"
BRN-0103-1715950898826,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"100,132"
BRN-0103-1717487030198,DIRECT API,208,"18,797,451",267,"21,161,024",63,"19,894,026",162,"35,422,841",432,"26,639,844",431,"14,175,393",761,"41,208,139",193,"5,177,200",157,"3,795,000",38,"1,164,875",0,0,0,0
BRN-0103-1719507105691,DIRECT API,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"100,000",0,0,0,0
BRN-0103-1719819919728,DIRECT API,0,0,0,0,0,0,1,"1,000",1,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0103-1719827300029,DIRECT API,0,0,0,0,0,0,1,"1,000",1,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN-0103-1721273113555,DIRECT API,53,"26,500,000",0,0,1,"400,000",2,"800,000",5,"2,000,000",3,"1,200,000",2,"800,000",7,"2,800,000",11,"4,400,000",7,"2,800,000",2,"800,000",8,"3,200,000"
BRN-0103-1721277851404,DIRECT API,53,"11,000,000",1,"400,000",4,"1,600,000",0,0,6,"2,400,000",6,"2,400,000",5,"2,000,000",6,"2,400,000",7,"1,610,002",2,"800,000",4,"1,600,000",31,"6,600,000"
BRN-0103-1725269217788,DIRECT API,0,0,0,0,1,"50,914",0,0,1,"50,937",0,0,86,"12,846,576",37,"14,116,570",78,"9,646,191",112,"10,964,915",51,"4,431,635",23,"2,461,333"
